Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,elevation_zone,near_threshold,distance_to_nearest_threshold,chaos_amplification_factor,aspect_sin,aspect_cos,Soil_Type13,Soil_Type3,Soil_Type6,Soil_Group_Other,Soil_Type2,Soil_Group_Organic,Soil_Type30,Soil_Type29,Soil_Type33,Soil_Type10,Soil_Type12,Soil_Group_Rocky,Soil_Group_Sandy,Soil_Group_Clay,Soil_Type23,Soil_Type1,Soil_Type17,Cover_Type
1334,3173,57,7,457,78,4964,225,226,136,2110,1,0,0,0,Subalpine,True,27.0,2.0,0.838670567945424,0.5446390350150271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1335,3188,67,8,170,6,5121,228,224,129,2118,1,0,0,0,Subalpine,True,12.0,2.0,0.9205048534524404,0.3907311284892737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1336,3178,49,5,474,83,5004,222,229,143,2132,1,0,0,0,Subalpine,True,22.0,2.0,0.754709580222772,0.6560590289905073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1337,3175,48,6,446,80,4978,223,227,140,2103,1,0,0,0,Subalpine,True,25.0,2.0,0.7431448254773942,0.6691306063588582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1338,3105,140,8,30,3,4555,233,238,136,1641,1,0,0,0,Subalpine,False,95.0,1.0,0.6427876096865395,-0.7660444431189779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1339,2762,61,30,60,-13,170,228,165,49,1362,1,0,0,0,Montane,True,38.0,2.0,0.8746197071393957,0.4848096202463371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1340,3219,324,6,366,38,5803,205,233,168,2184,1,0,0,0,Alpine,True,19.0,2.0,-0.5877852522924734,0.8090169943749473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1341,3219,352,8,319,38,5748,206,226,158,2206,1,0,0,0,Alpine,True,19.0,2.0,-0.13917310096006588,0.9902680687415703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1342,2737,52,29,90,52,120,220,165,60,1277,1,0,0,0,Montane,False,63.0,1.0,0.788010753606722,0.6156614753256583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1343,3206,261,5,446,35,5980,209,242,172,2098,1,0,0,0,Alpine,True,6.0,2.0,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1344,3164,88,19,361,102,3878,245,205,82,849,1,0,0,0,Subalpine,True,36.0,2.0,0.9993908270190958,0.03489949670250108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1345,2933,58,4,0,0,1138,223,230,143,2353,1,0,0,0,Subalpine,False,133.0,1.0,0.8480480961564261,0.5299192642332049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1346,2790,60,23,108,-8,234,231,187,77,1401,1,0,0,0,Montane,True,10.0,2.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1347,3199,108,3,342,16,5367,225,236,146,2363,1,0,0,0,Subalpine,True,1.0,2.0,0.9510565162951536,-0.30901699437494734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1348,2815,55,18,120,-14,297,229,199,97,1465,1,0,0,0,Subalpine,True,15.0,2.0,0.8191520442889918,0.573576436351046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1349,3218,61,12,313,35,5649,230,215,117,2187,1,0,0,0,Alpine,True,18.0,2.0,0.8746197071393957,0.4848096202463371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1350,3207,72,3,301,24,5541,223,233,146,2244,1,0,0,0,Alpine,True,7.0,2.0,0.9510565162951535,0.30901699437494745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1351,3081,184,11,175,23,3720,223,247,157,618,1,0,0,0,Subalpine,False,119.0,1.0,-0.06975647374412527,-0.9975640502598242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1352,3042,56,10,42,-2,3443,227,218,124,408,1,0,0,0,Subalpine,False,158.0,1.0,0.8290375725550417,0.5591929034707468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1353,2821,58,18,150,-15,306,230,200,97,1471,1,0,0,0,Subalpine,True,21.0,2.0,0.8480480961564261,0.5299192642332049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1354,2776,73,25,175,95,190,239,185,62,1354,1,0,0,0,Montane,True,24.0,2.0,0.9563047559630354,0.29237170472273677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1355,2765,75,21,150,77,162,240,197,78,1324,1,0,0,0,Montane,True,35.0,2.0,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1356,3216,58,9,335,33,5635,227,222,129,2174,1,0,0,0,Alpine,True,16.0,2.0,0.8480480961564261,0.5299192642332049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1357,3049,293,5,306,62,2471,205,239,173,1025,1,0,0,0,Subalpine,False,151.0,1.0,-0.9205048534524405,0.3907311284892735,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1358,2806,66,21,190,-23,256,235,193,80,1419,1,0,0,0,Subalpine,True,6.0,2.0,0.9135454576426009,0.4067366430758002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1359,3185,32,3,0,0,5165,219,232,150,1919,1,0,0,0,Subalpine,True,15.0,2.0,0.5299192642332049,0.848048096156426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1360,3018,106,9,150,3,2979,235,229,125,558,1,0,0,0,Subalpine,False,182.0,1.0,0.9612616959383189,-0.27563735581699905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1361,2821,58,21,212,-19,295,230,192,86,1455,1,0,0,0,Subalpine,True,21.0,2.0,0.8480480961564261,0.5299192642332049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1362,2800,64,26,218,112,242,233,178,61,1397,1,0,0,0,Montane,True,0.0,2.0,0.898794046299167,0.43837114678907746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1363,3025,307,9,90,14,3250,194,235,180,350,1,0,0,0,Subalpine,False,175.0,1.0,-0.798635510047293,0.6018150231520479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1364,2762,62,27,150,76,175,231,173,58,1319,1,0,0,0,Montane,True,38.0,2.0,0.8829475928589269,0.46947156278589086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1365,2734,68,30,108,43,124,234,166,42,1262,1,0,0,0,Montane,False,66.0,1.0,0.9271838545667874,0.37460659341591196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1366,3047,78,15,170,0,3480,238,211,99,277,1,0,0,0,Subalpine,False,153.0,1.0,0.9781476007338056,0.20791169081775945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1367,3040,277,10,218,48,2607,192,242,189,882,1,0,0,0,Subalpine,False,160.0,1.0,-0.992546151641322,0.12186934340514768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1368,2953,60,7,134,-8,1366,225,226,135,2147,1,0,0,0,Subalpine,False,153.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1369,2826,46,27,258,145,283,216,170,73,1423,1,0,0,0,Subalpine,True,26.0,2.0,0.7193398003386512,0.6946583704589973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1370,2736,49,26,108,49,127,221,175,73,1254,1,0,0,0,Montane,False,64.0,1.0,0.754709580222772,0.6560590289905073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1371,2737,44,22,108,41,124,219,186,91,1237,1,0,0,0,Montane,False,63.0,1.0,0.6946583704589973,0.7193398003386512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1372,3196,336,9,67,7,5142,199,227,167,1766,1,0,0,0,Subalpine,True,4.0,2.0,-0.40673664307580015,0.913545457642601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1373,3062,329,1,0,0,3830,215,237,159,485,1,0,0,0,Subalpine,False,138.0,1.0,-0.5150380749100545,0.8571673007021121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1374,2927,51,16,258,34,741,226,205,108,1900,1,0,0,0,Subalpine,False,127.0,1.0,0.7771459614569709,0.6293203910498375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1375,2914,29,8,335,37,564,217,222,140,1708,1,0,0,0,Subalpine,False,114.0,1.0,0.48480962024633706,0.8746197071393957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1376,2806,76,39,234,119,255,235,141,0,1371,1,0,0,0,Subalpine,True,6.0,2.0,0.9702957262759965,0.24192189559966767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1377,3019,312,6,0,0,2962,203,235,172,524,1,0,0,0,Subalpine,False,181.0,1.0,-0.7431448254773946,0.6691306063588578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1378,2811,80,35,255,115,268,241,156,15,1383,1,0,0,0,Subalpine,True,11.0,2.0,0.984807753012208,0.17364817766693041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1379,3199,268,6,216,13,5918,204,243,178,1736,1,0,0,0,Subalpine,True,1.0,2.0,-0.9993908270190958,-0.03489949670250076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1380,2841,82,18,319,154,335,242,205,86,1450,1,0,0,0,Subalpine,True,41.0,2.0,0.9902680687415704,0.13917310096006547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1381,2800,67,28,242,109,256,235,173,51,1369,1,0,0,0,Montane,True,0.0,2.0,0.9205048534524404,0.3907311284892737,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1382,2768,57,22,170,75,175,229,187,80,1288,1,0,0,0,Montane,True,32.0,2.0,0.838670567945424,0.5446390350150271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1383,2747,52,21,124,60,127,225,189,87,1235,1,0,0,0,Montane,False,53.0,1.0,0.788010753606722,0.6156614753256583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1384,3204,101,1,60,2,4905,221,237,152,1698,1,0,0,0,Alpine,True,4.0,2.0,0.981627183447664,-0.1908089953765448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1385,3091,90,13,192,31,2315,240,219,107,1201,1,0,0,0,Subalpine,False,109.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1386,2763,56,22,162,76,170,228,189,83,1276,1,0,0,0,Montane,True,37.0,2.0,0.8290375725550417,0.5591929034707468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1387,3170,284,4,175,8,4488,209,240,169,1170,1,0,0,0,Subalpine,True,30.0,2.0,-0.9702957262759966,0.24192189559966742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1388,2847,64,23,350,151,362,234,187,73,1476,1,0,0,0,Subalpine,True,47.0,2.0,0.898794046299167,0.43837114678907746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1389,2826,71,25,300,135,309,238,184,63,1422,1,0,0,0,Subalpine,True,26.0,2.0,0.9455185755993167,0.32556815445715676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1390,2812,71,25,277,130,283,238,182,60,1396,1,0,0,0,Subalpine,True,12.0,2.0,0.9455185755993167,0.32556815445715676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1391,2756,48,23,120,98,124,221,183,84,1240,1,0,0,0,Montane,True,44.0,2.0,0.7431448254773942,0.6691306063588582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1392,3024,331,6,30,3,3194,206,233,165,300,1,0,0,0,Subalpine,False,176.0,1.0,-0.4848096202463369,0.8746197071393959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1393,2940,3,16,443,47,738,197,208,146,1872,1,0,0,0,Subalpine,False,140.0,1.0,0.052335956242943835,0.9986295347545738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1394,2771,34,20,153,113,162,213,193,108,1282,1,0,0,0,Montane,True,29.0,2.0,0.5591929034707469,0.8290375725550417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1395,3037,10,4,60,8,1889,215,231,153,1680,1,0,0,0,Subalpine,False,163.0,1.0,0.17364817766693033,0.984807753012208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1396,2974,6,10,216,49,1047,208,222,150,2192,1,0,0,0,Subalpine,False,174.0,1.0,0.10452846326765347,0.9945218953682733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1397,2785,35,17,190,127,201,216,201,116,1323,1,0,0,0,Montane,True,15.0,2.0,0.573576436351046,0.8191520442889918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1398,2823,72,26,313,136,323,238,180,57,1441,1,0,0,0,Subalpine,True,23.0,2.0,0.9510565162951535,0.30901699437494745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1399,2811,67,21,285,124,295,236,193,80,1415,1,0,0,0,Subalpine,True,11.0,2.0,0.9205048534524404,0.3907311284892737,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1400,2792,26,14,201,134,212,213,208,129,1340,1,0,0,0,Montane,True,8.0,2.0,0.4383711467890774,0.898794046299167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1401,3213,97,4,120,18,4659,226,234,143,1637,1,0,0,0,Alpine,True,13.0,2.0,0.9925461516413221,-0.12186934340514737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1402,3097,92,15,210,33,3944,242,215,98,459,1,0,0,0,Subalpine,False,103.0,1.0,0.9993908270190958,-0.034899496702500955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1403,3080,343,14,268,57,2789,190,218,165,755,1,0,0,0,Subalpine,False,120.0,1.0,-0.29237170472273716,0.9563047559630353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1404,2799,27,11,212,151,218,216,216,136,1357,1,0,0,0,Montane,True,1.0,2.0,0.45399049973954675,0.8910065241883679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1405,3227,328,3,247,6,5805,212,236,162,1800,1,0,0,0,Alpine,True,27.0,2.0,-0.529919264233205,0.8480480961564258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1406,2837,53,27,335,185,342,223,170,64,1473,1,0,0,0,Subalpine,True,37.0,2.0,0.7986355100472928,0.6018150231520484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1407,2802,47,10,218,149,228,224,217,127,1374,1,0,0,0,Subalpine,True,2.0,2.0,0.7313537016191705,0.6819983600624985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1408,2799,66,9,190,140,201,229,221,124,1350,1,0,0,0,Montane,True,1.0,2.0,0.9135454576426009,0.4067366430758002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1409,3242,315,17,153,47,5015,173,224,190,1448,1,0,0,0,Alpine,True,42.0,2.0,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1410,3213,39,6,319,-7,5536,221,226,141,1820,1,0,0,0,Alpine,True,13.0,2.0,0.6293203910498374,0.7771459614569709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1411,3095,138,13,268,47,3987,240,235,122,503,1,0,0,0,Subalpine,False,105.0,1.0,0.6691306063588583,-0.7431448254773941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1412,2773,80,48,124,112,134,226,107,0,1298,1,0,0,0,Montane,True,27.0,2.0,0.984807753012208,0.17364817766693041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1413,3038,90,9,108,3,3676,233,227,125,234,1,0,0,0,Subalpine,False,162.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1414,3040,310,12,108,18,3302,186,231,185,300,1,0,0,0,Subalpine,False,160.0,1.0,-0.7660444431189781,0.6427876096865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1415,2847,50,27,323,199,335,220,172,70,1482,1,0,0,0,Subalpine,True,47.0,2.0,0.766044443118978,0.6427876096865394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1416,2809,67,18,242,150,256,235,201,91,1410,1,0,0,0,Subalpine,True,9.0,2.0,0.9205048534524404,0.3907311284892737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1417,2779,78,47,134,118,150,227,111,0,1318,1,0,0,0,Montane,True,21.0,2.0,0.9781476007338056,0.20791169081775945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1418,3215,28,23,175,35,5523,204,183,105,1366,1,0,0,0,Alpine,True,15.0,2.0,0.4694715627858908,0.882947592858927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1419,3221,219,3,256,25,6006,216,243,164,1622,1,0,0,0,Alpine,True,21.0,2.0,-0.6293203910498376,-0.7771459614569708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1420,2786,76,46,150,132,162,226,113,0,1338,1,0,0,0,Montane,True,14.0,2.0,0.9702957262759965,0.24192189559966767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1421,3255,285,16,190,60,4992,175,239,203,1361,1,0,0,0,Alpine,False,55.0,1.0,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1422,3076,34,10,134,-6,2218,219,218,134,1430,1,0,0,0,Subalpine,False,124.0,1.0,0.5591929034707469,0.8290375725550417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1423,2806,31,18,216,145,228,213,199,117,1403,1,0,0,0,Subalpine,True,6.0,2.0,0.5150380749100542,0.8571673007021123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1424,2743,76,49,134,81,150,222,103,0,1337,1,0,0,0,Montane,False,57.0,1.0,0.9702957262759965,0.24192189559966767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1425,2728,62,29,108,72,124,230,166,0,1315,1,0,0,0,Montane,False,72.0,1.0,0.8829475928589269,0.46947156278589086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1426,3043,324,14,108,35,1691,184,224,179,2028,1,0,0,0,Subalpine,False,157.0,1.0,-0.5877852522924734,0.8090169943749473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1427,2842,62,28,309,187,323,231,172,55,1490,1,0,0,0,Subalpine,True,42.0,2.0,0.8829475928589269,0.46947156278589086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1428,2803,74,46,175,141,190,224,111,0,1379,1,0,0,0,Subalpine,True,3.0,2.0,0.9612616959383189,0.27563735581699916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1429,3241,31,23,228,52,5561,207,183,102,1289,1,0,0,0,Alpine,True,41.0,2.0,0.5150380749100542,0.8571673007021123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1430,3217,244,6,218,-3,6025,208,245,175,1566,1,0,0,0,Alpine,True,17.0,2.0,-0.8987940462991668,-0.43837114678907774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1431,2899,35,18,430,240,443,215,198,113,1602,1,0,0,0,Subalpine,False,99.0,1.0,0.573576436351046,0.8191520442889918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1432,2760,75,49,170,95,175,219,99,0,1379,1,0,0,0,Montane,True,40.0,2.0,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1433,3290,24,16,182,20,3842,210,205,128,1940,1,0,0,0,Alpine,False,90.0,1.0,0.4067366430758002,0.9135454576426009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1434,2856,53,28,335,195,350,223,169,63,1530,1,0,0,0,Subalpine,False,56.0,1.0,0.7986355100472928,0.6018150231520484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1435,3305,205,7,430,110,5167,216,246,166,1206,1,0,0,0,Alpine,False,105.0,1.0,-0.4226182617406993,-0.90630778703665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1436,3213,235,8,210,-7,6056,207,247,178,1518,1,0,0,0,Alpine,True,13.0,2.0,-0.8191520442889916,-0.5735764363510464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1437,3074,331,12,162,11,3302,192,225,172,469,1,0,0,0,Subalpine,False,126.0,1.0,-0.4848096202463369,0.8746197071393959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1438,3084,88,12,242,-1,2214,238,220,110,1513,1,0,0,0,Subalpine,False,116.0,1.0,0.9993908270190958,0.03489949670250108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1439,2914,30,14,390,-30,470,215,208,126,1640,1,0,0,0,Subalpine,False,114.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1440,2828,72,45,228,163,234,223,113,0,1443,1,0,0,0,Subalpine,True,28.0,2.0,0.9510565162951535,0.30901699437494745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1441,2710,66,32,90,53,95,232,160,0,1345,1,0,0,0,Montane,False,90.0,1.0,0.9135454576426009,0.4067366430758002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1442,3276,354,10,42,6,4055,204,223,157,1719,1,0,0,0,Alpine,False,76.0,1.0,-0.10452846326765342,0.9945218953682733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1443,3077,76,9,90,18,2014,232,223,124,1754,1,0,0,0,Subalpine,False,123.0,1.0,0.9702957262759965,0.24192189559966767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1444,2847,35,22,255,68,277,211,186,100,1486,1,0,0,0,Subalpine,True,47.0,2.0,0.573576436351046,0.8191520442889918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1445,2789,74,49,201,35,218,219,99,0,1445,1,0,0,0,Montane,True,11.0,2.0,0.9612616959383189,0.27563735581699916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1446,2857,63,24,228,78,285,233,183,70,1507,1,0,0,0,Subalpine,False,57.0,1.0,0.8910065241883678,0.4539904997395468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1447,2743,61,33,108,24,150,226,154,0,1410,1,0,0,0,Montane,False,57.0,1.0,0.8746197071393957,0.4848096202463371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1448,3331,358,15,361,61,3635,196,211,152,2014,1,0,0,0,Alpine,False,131.0,1.0,-0.034899496702500823,0.9993908270190958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1449,3072,329,17,60,13,1905,178,218,179,1914,1,0,0,0,Subalpine,False,128.0,1.0,-0.5150380749100545,0.8571673007021121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1450,2824,93,45,190,45,268,240,130,0,1510,1,0,0,0,Subalpine,True,24.0,2.0,0.9986295347545738,-0.05233595624294384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1451,2753,57,32,95,34,162,222,155,41,1434,1,0,0,0,Montane,True,47.0,2.0,0.838670567945424,0.5446390350150271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1452,2722,53,32,42,3,108,218,153,45,1398,1,0,0,0,Montane,False,78.0,1.0,0.7986355100472928,0.6018150231520484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1453,3062,101,4,60,2,4136,226,234,144,722,1,0,0,0,Subalpine,False,138.0,1.0,0.981627183447664,-0.1908089953765448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1454,3044,2,7,30,3,3681,211,227,154,484,1,0,0,0,Subalpine,False,156.0,1.0,0.03489949670250097,0.9993908270190958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1455,2827,84,46,162,26,283,233,119,0,1533,1,0,0,0,Subalpine,True,27.0,2.0,0.9945218953682733,0.10452846326765346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1456,2810,76,29,150,31,256,241,172,0,1513,1,0,0,0,Subalpine,True,10.0,2.0,0.9702957262759965,0.24192189559966767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1457,2764,55,31,85,10,175,222,159,48,1458,1,0,0,0,Montane,True,36.0,2.0,0.8191520442889918,0.573576436351046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1458,3047,85,15,573,58,1433,240,213,99,2483,1,0,0,0,Subalpine,False,153.0,1.0,0.9961946980917455,0.08715574274765814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1459,2878,82,44,150,48,323,234,124,0,1575,1,0,0,0,Subalpine,False,78.0,1.0,0.9902680687415704,0.13917310096006547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1460,2827,84,46,134,-2,295,233,118,0,1556,1,0,0,0,Subalpine,True,27.0,2.0,0.9945218953682733,0.10452846326765346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1461,3260,256,8,306,34,5626,202,245,182,1471,1,0,0,0,Alpine,False,60.0,1.0,-0.9702957262759965,-0.24192189559966779,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1462,2830,79,46,108,0,309,229,116,0,1579,1,0,0,0,Subalpine,True,30.0,2.0,0.981627183447664,0.19080899537654492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1463,2820,60,25,95,-9,283,230,181,0,1560,1,0,0,0,Subalpine,True,20.0,2.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1464,2740,54,29,0,0,134,222,165,57,1456,1,0,0,0,Montane,False,60.0,1.0,0.8090169943749475,0.5877852522924731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1465,3266,65,13,120,40,4507,232,212,110,1242,1,0,0,0,Alpine,False,66.0,1.0,0.9063077870366499,0.42261826174069944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
